,new_property_New Dwelling house /Apartment,new_property_Second-Hand Dwelling house /Apartment,routing_code_A42,routing_code_A94,routing_code_A96,routing_code_D01,routing_code_D02,routing_code_D03,routing_code_D04,routing_code_D05,routing_code_D06,routing_code_D07,routing_code_D08,routing_code_D09,routing_code_D10,routing_code_D11,routing_code_D12,routing_code_D13,routing_code_D14,routing_code_D15,routing_code_D16,routing_code_D18,routing_code_D22,routing_code_D24,routing_code_D6W,routing_code_K32,routing_code_K34,routing_code_K36,routing_code_K45,routing_code_K67,routing_code_K78
0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
